,url
419563,"['wenatchee', '2019', 'ram', '1500', 'big-horn-lone']"
419565,"['wenatchee', '2018', 'buick', 'regal', 'sportback']"
419584,"['wenatchee', '2018', 'bmw', 'x1', 'xdrive28i-sports']"
419586,"['wenatchee', '2019', 'ford', '150', 'xlt-4wd']"
419675,"['wenatchee', '2019', 'gmc', 'canyon', 'all-terrain']"
419677,"['wenatchee', '2018', 'bmw', 'x1', 'xdrive28i-sports']"
419678,"['wenatchee', '2018', 'chevrolet', 'silverado', '1500']"
419703,"['wenatchee', '2019', 'ram', '2500', 'big-horn-4x4']"
419708,"['wenatchee', '2019', 'jeep', 'wrangler', 'unlimited']"
419795,"['wenatchee', '2018', 'jeep', 'grand', 'cherokee']"
419797,"['wenatchee', '2020', 'ford', '150', 'xlt-iconic']"
419840,"['wenatchee', '2020', 'ford', 'expedition', 'max']"
419844,"['wenatchee', '2019', 'volkswagen', 'jetta', '14t']"
419867,"['wenatchee', '2019', 'ram', '1500', 'tradesman-4x4']"
419868,"['wenatchee', '2019', 'ford', '150', 'xl-white']"
419869,"['wenatchee', '2019', 'nissan', 'sentra', 'cvt']"
419889,"['wenatchee', '2019', 'mercedes', 'benz', 'glc-glc']"
419890,"['wenatchee', '2019', 'nissan', 'rogue', 'awd-caspian']"
419892,"['wenatchee', '2020', 'kia', 'sportage', 'lx-fwd']"
419893,"['wenatchee', '2019', 'jeep', 'grand', 'cherokee']"
420028,"['wenatchee', '2019', 'jeep', 'cherokee', 'trailhawk']"
420031,"['wenatchee', '2020', 'jeep', 'wrangler', 'unlimited']"
420032,"['wenatchee', '2019', 'subaru', 'outback', '25i']"
420035,"['wenatchee', '2018', 'ford', 'flex', 'limited-awd']"
420052,"['wenatchee', '2020', 'jeep', 'grand', 'cherokee']"
420055,"['wenatchee', '2018', 'volkswagen', 'atlas', '36l-v6']"
420056,"['wenatchee', '2020', 'dodge', 'durango', 't-awd']"
420057,"['wenatchee', '2019', 'ram', '1500', 'classic-slt']"
420120,"['wenatchee', '2019', 'ram', '1500', 'big-horn-lone']"
420124,"['wenatchee', '2019', 'ford', 'super', 'duty-350-srw']"
420161,"['wenatchee', '2020', 'ram', '1500', 'big-horn-lone']"
420178,"['wenatchee', '2020', 'ram', '1500', 'big-horn-lone']"
420179,"['wenatchee', '2018', 'ford', 'super', 'duty-350-drw']"
420180,"['wenatchee', '2020', 'mazda', 'cx', 'grand-touring']"
420182,"['wenatchee', '2019', 'ford', 'fusion', 'hybrid-se']"
420184,"['wenatchee', '2019', 'toyota', 'corolla', 'hatchback']"
420203,"['wenatchee', '2020', 'chevrolet', 'silverado', 'wd']"
420204,"['wenatchee', '2020', 'kia', 'soul', 'lx-ivt']"
420205,"['wenatchee', '2019', 'mercedes', 'benz', 'gla-gla']"
420208,"['wenatchee', '2020', 'ram', '1500', 'classic-slt-4x4']"
420256,"['wenatchee', '2020', 'jeep', 'wrangler', 'unlimited']"
420257,"['wenatchee', '2019', 'ford', 'super', 'duty-250-srw']"
420258,"['wenatchee', '2019', 'jeep', 'wrangler', 'unlimited']"
420260,"['wenatchee', '2019', 'ford', 'ranger', 'lariat-4wd']"
420261,"['wenatchee', '2018', 'jeep', 'wrangler', 'unlimited']"
420322,"['wenatchee', '2019', 'jeep', 'grand', 'cherokee']"
420324,"['wenatchee', '2019', 'ram', '1500', 'big-horn-lone']"
420328,"['wenatchee', '2018', 'buick', 'regal', 'sportback']"
420347,"['wenatchee', '2018', 'bmw', 'x1', 'xdrive28i-sports']"
420373,"['wenatchee', '2019', 'ford', '150', 'xlt-4wd']"
420397,"['wenatchee', '2019', 'ram', '2500', 'big-horn-4x4']"
420398,"['wenatchee', '2019', 'gmc', 'canyon', 'all-terrain']"
420400,"['wenatchee', '2018', 'bmw', 'x1', 'xdrive28i-sports']"
420425,"['wenatchee', '2019', 'ram', '2500', 'big-horn-4x4']"
420431,"['wenatchee', '2019', 'jeep', 'wrangler', 'unlimited']"
420434,"['wenatchee', '2018', 'jeep', 'grand', 'cherokee']"
420523,"['wenatchee', '2020', 'ford', 'expedition', 'max']"
420527,"['wenatchee', '2019', 'volkswagen', 'jetta', '14t']"
420615,"['wenatchee', '2019', 'ram', '1500', 'tradesman-4x4']"
420616,"['wenatchee', '2019', 'ford', '150', 'xl-white']"
420618,"['wenatchee', '2019', 'nissan', 'sentra', 'cvt']"
420619,"['wenatchee', '2019', 'mercedes', 'benz', 'glc-glc']"
420620,"['wenatchee', '2019', 'nissan', 'rogue', 'awd-caspian']"
420655,"['wenatchee', '2020', 'kia', 'sportage', 'lx-fwd']"
420656,"['wenatchee', '2019', 'jeep', 'grand', 'cherokee']"
420658,"['wenatchee', '2019', 'honda', 'cr', 'ex-awd-red']"
420659,"['wenatchee', '2019', 'jeep', 'cherokee', 'trailhawk']"
420675,"['wenatchee', '2020', 'jeep', 'wrangler', 'unlimited']"
420676,"['wenatchee', '2019', 'subaru', 'outback', '25i']"
420677,"['wenatchee', '2018', 'ford', 'flex', 'limited-awd']"
420678,"['wenatchee', '2020', 'jeep', 'grand', 'cherokee']"
422332,"['broad', 'run', '2018', 'ford', 'super-duty-550-drw']"
422386,"['broad', 'run', '2020', 'chevrolet', 'silverado-md']"
422387,"['broad', 'run', '2020', 'chevrolet', 'silverado']"
429143,"['la', 'crosse', '01', 'pontiac', 'sunfire']"
438232,['d']
438270,['d']
438443,"['tempe', '2020', 'chevrolet', 'silverado', '1500']"
438453,"['tempe', '2018', 'ford', '150', 'lifted-35l-ecoboost']"
438735,"['paso', 'robles', '2019', 'ford', 'explorer-xlt-4wd']"
438883,"['paso', 'robles', '2019', 'ford', 'explorer-xlt-4wd']"
439596,['d']
440895,['d']
440897,['d']
445264,"['american', 'fork', '2019', 'ford', 'super-duty-550']"
445297,"['american', 'fork', '2019', 'ford', 'expedition-max']"
445936,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
446021,"['american', 'fork', '2020', 'ford', 'super-duty-350']"
446098,"['denver', '2019', 'dodge', 'grand', 'caravan-se-plus']"
446142,"['american', 'fork', '2020', 'ford', 'super-duty-350']"
446249,"['aurora', '2018', 'subaru', 'forester', '25i-premium']"
446253,"['aurora', '2018', 'toyota', 'highlander', 'xle-awd']"
446261,"['scottsdale', '2020', 'chevrolet', 'silverado']"
446262,"['aurora', '2020', 'toyota', '4runner', 'sr5-premium']"
446264,"['aurora', '2018', 'lexus', 'es350', 'only-has-1855']"
446265,"['aurora', '2018', 'toyota', 'camry', 'le-has-heated']"
446268,"['aurora', '2018', 'volkswagen', 'tiguan', 'se-awd']"
446269,"['aurora', '2019', 'audi', 'q5', 'premium-plus']"
446273,"['aurora', '2018', 'toyota', 'highlander', 'xle-awd']"
446277,"['american', 'fork', '2019', 'ford', 'super-duty-350']"
446278,"['aurora', '2019', 'toyota', 'rav4', 'le-awd-only-has']"
446279,"['aurora', '2018', 'subaru', 'outback', 'premium-awd']"
446294,"['aurora', '2018', 'subaru', 'crosstrek', 'premium']"
446305,"['aurora', '2019', 'hyundai', 'tucson', 'night']"
446308,"['aurora', '2019', 'subaru', 'outback', 'limited-awd']"
447075,"['american', 'fork', '2019', 'ford', 'super-duty-350']"
447142,"['denver', '2020', 'honda', 'odyssey', 'ex-w-navi-res']"
447144,"['american', 'fork', '2019', 'ford', 'super-duty-350']"
447187,"['denver', '2019', 'dodge', 'grand', 'caravan-sxt']"
447199,"['scottsdale', '2020', 'chevrolet', 'silverado']"
447204,"['american', 'fork', '2020', 'ford', 'expedition-max']"
447901,"['new', 'smyrna', 'beach', '2019', 'chevrolet']"
448439,"['bradenton', '2018', 'dodge', 'challenger', 'srt']"
448522,['d']
448573,['d']
449072,['d']
449144,['d']
449157,['d']
449201,['d']
449486,['d']
449501,['d']
449531,['d']
449543,['d']
449575,['d']
449579,['d']
449580,['d']
449581,['d']
450851,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
450854,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
450863,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
450880,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
452574,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
452579,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
452580,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
452586,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
452588,"['vicksburg', '2018', 'ford', 'super', 'duty-350-drw']"
456686,['d']
457714,['d']
457761,['d']
457866,"['wenatchee', '2020', 'chevrolet', 'silverado', 'wd']"
457867,"['wenatchee', '2019', 'mercedes', 'benz', 'gla-gla']"
457871,"['wenatchee', '2020', 'ram', '1500', 'classic-slt-4x4']"
